FID;Shape *;AU_Unidad;Tramo;T1;T2;T3;T4;T5;T6;T7;T8;T9;sector;km2;Franja;F1;F2;F3;F4;nearX;nearY;COUNT_AVEN;LINK_2010;RC_DistAU;RCD_AUInv;RC_DistAV;RC_DistSb;RC_DistEV;RC_DistAc;RCD_ACInv;RC_PCol_H;LINK__2011;DENS10;POB10;VARON;MUJER;VIV10;HOG10;NBI10;NBI_H10;NO_VIV10;Z_NBI10;Z_BARON;Z_MUJER;Z_NBIH10;Z_NEDU10;Z_DESO10;Z_OCUP10;Z_INMI10;Z_NTEN10;NO_EDU10;DESOC10;OCUP10;INMIG10;NO_TEN10;HA_RC;MENOR17;PEA65;ADULTMAY;Z_MENOR17;Z_PEA65;Z_ADULTMAY;VIV1HOG;VIVMAS1HOG;NBI10_HA;INMIG10_HA;NO_TEN10_HA
496;Point;497;4;0;0;0;1;0;0;0;0;0;SUR;0,004773;1;1;0;0;0;104967,257;99626,86161;1;20040604;640,844799;0,00156044;19,554621;710,719336;564,090354;705,133345;0,001418171;1;20040604;108,646189;955;430;525;366;320;16,992;7,008;6,9906;0,017793;0,450262;0,549738;0,0219;0,032503;0,0371;0,733;0,1194;0,1438;31,040088;35,4305;700,015;114,027;46,016;8,781844;214;622;119;0,224084;0,651309;0,124607;280;17;1,934901144;12,98440282;5,239901779
500;Point;501;4;0;0;0;1;0;0;0;0;0;SUR;0,010911;1;1;0;0;0;105009,2291;99593,30552;1;20040604;675,157019;0,001481137;33,446074;662,804917;522,614432;724,306612;0,001380631;1;20040604;108,646189;955;430;525;366;320;16,992;7,008;6,9906;0,017793;0,450262;0,549738;0,0219;0,032503;0,0371;0,733;0,1194;0,1438;31,040088;35,4305;700,015;114,027;46,016;8,781844;214;622;119;0,224084;0,651309;0,124607;280;17;1,934901144;12,98440282;5,239901779
511;Point;512;4;0;0;0;1;0;0;0;0;0;SUR;0,010078;1;1;0;0;0;105114,7843;99635,41693;0;20040604;640,154633;0,001562123;72,832655;669,232132;542,09948;661,318598;0,00151213;0;20040604;108,646189;955;430;525;366;320;16,992;7,008;6,9906;0,017793;0,450262;0,549738;0,0219;0,032503;0,0371;0,733;0,1194;0,1438;31,040088;35,4305;700,015;114,027;46,016;8,781844;214;622;119;0,224084;0,651309;0,124607;280;17;1,934901144;12,98440282;5,239901779
519;Point;520;4;0;0;0;1;0;0;0;0;0;SUR;0,006791;1;1;0;0;0;105200,0885;99662,01885;0;20040604;623,583464;0,001603635;122,996884;609,118078;549,475038;628,462536;0,001591185;0;20040604;108,646189;955;430;525;366;320;16,992;7,008;6,9906;0,017793;0,450262;0,549738;0,0219;0,032503;0,0371;0,733;0,1194;0,1438;31,040088;35,4305;700,015;114,027;46,016;8,781844;214;622;119;0,224084;0,651309;0,124607;280;17;1,934901144;12,98440282;5,239901779
1578;Point;1628;4;0;0;0;1;0;0;0;0;0;SUR;0,000011;1;1;0;0;0;104867,5883;99366,16367;1;20040604;896,121109;0,001115921;34,993269;556,081497;329,273917;984,193283;0,001016061;1;20040604;108,646189;955;430;525;366;320;16,992;7,008;6,9906;0,017793;0,450262;0,549738;0,0219;0,032503;0,0371;0,733;0,1194;0,1438;31,040088;35,4305;700,015;114,027;46,016;8,781844;214;622;119;0,224084;0,651309;0,124607;280;17;1,934901144;12,98440282;5,239901779
985;Point;1035;1;1;0;0;0;0;0;0;0;0;NORTE;0,018341;3;0;0;1;0;107964,0077;100863,7833;1;20012604;152,955661;0,006537842;64,851617;321,777431;77,675382;186,460224;0,005363074;0;20012604;300,543478;553;249;304;291;244;0;0;0;0;0,450271;0,549729;0;0,02243;0,0497;0,7049;0,1193;0,1025;12,40374;27,4841;389,8097;65,9729;25,01;1,83856;87;374;92;0,157324;0,676311;0,166365;235;4;0;35,88291924;13,60303716
1382;Point;1432;4;0;0;0;1;0;0;0;0;0;NORTE;0,02052;3;0;0;1;0;104374,2455;100687,3905;1;20051905;464,86303;0,002151171;64,645382;255,398434;214,583416;518,024177;0,001930412;1;20051905;214,52514;768;346;422;415;334;6,012;5,01;0;0,007828;0,450521;0,549479;0,015;0,025572;0,0478;0,6708;0,1445;0,0898;19,639304;36,7104;515,1744;110,976;29,9932;3,579761;130;487;151;0,169271;0,634115;0,196615;306;14;1,679441728;31,0009523;8,378548177
1392;Point;1442;4;0;0;0;1;0;0;0;0;0;NORTE;0,015328;3;0;0;1;0;104493,5408;100715,6436;0;20051905;474,193602;0,002108843;185,804011;305,337234;91,998351;590,967483;0,00169214;1;20051905;214,52514;768;346;422;415;334;6,012;5,01;0;0,007828;0,450521;0,549479;0,015;0,025572;0,0478;0,6708;0,1445;0,0898;19,639304;36,7104;515,1744;110,976;29,9932;3,579761;130;487;151;0,169271;0,634115;0,196615;306;14;1,679441728;31,0009523;8,378548177
787;Point;788;3;0;0;1;0;0;0;0;0;0;SUR;0,001053;2;0;1;0;0;106583,5885;100228,7865;2;20032110;379,032697;0,002638295;7,58605;495,565096;165,056945;379,205805;0,00263709;15;20032110;256,46438;972;438;534;501;416;47,008;13,0208;39,9798;0,048362;0,450617;0,549383;0,0313;0,033084;0,0413;0,7017;0,1317;0,1995;32,157949;40,1436;682,0524;128,0124;82,992;3,785361;185;639;148;0,190329;0,657407;0,152263;388;12;12,41836644;33,81775212;21,9244611
827;Point;877;3;0;0;1;0;0;0;0;0;0;SUR;0,011751;2;0;1;0;0;106455,628;100368,2135;0;20032110;198,690358;0,005032957;148,960117;378,344907;215,248575;198,690358;0,005032957;1;20032110;256,46438;972;438;534;501;416;47,008;13,0208;39,9798;0,048362;0,450617;0,549383;0,0313;0,033084;0,0413;0,7017;0,1317;0,1995;32,157949;40,1436;682,0524;128,0124;82,992;3,785361;185;639;148;0,190329;0,657407;0,152263;388;12;12,41836644;33,81775212;21,9244611
831;Point;881;3;0;0;1;0;0;0;0;0;0;SUR;0,013188;2;0;1;0;0;106551,2035;100380,6458;1;20032110;223,909026;0,0044661;52,784306;345,204874;228,85716;236,482173;0,004228649;1;20032110;256,46438;972;438;534;501;416;47,008;13,0208;39,9798;0,048362;0,450617;0,549383;0,0313;0,033084;0,0413;0,7017;0,1317;0,1995;32,157949;40,1436;682,0524;128,0124;82,992;3,785361;185;639;148;0,190329;0,657407;0,152263;388;12;12,41836644;33,81775212;21,9244611
1761;Point;1811;6;0;0;0;0;0;1;0;0;0;NORTE;0,000007;4;0;0;0;1;102592,704;100990,3118;1;20061803;1034,143398;0,000966984;43,545941;262,112332;156,722602;1034,143398;0,000966984;3;20061803;397,546012;648;292;356;356;313;2,0032;2,0032;0;0,003091;0,450617;0,549383;0,0064;0,011006;0,0284;0,6246;0,0679;0,0958;7,132076;18,4032;404,7408;43,9992;29,9854;1,629048;61;422;165;0,094136;0,651235;0,25463;210;42;1,229675246;27,0091489;18,40670134
1776;Point;1826;6;0;0;0;0;0;1;0;0;0;NORTE;0,016322;4;0;0;0;1;102594,2291;101055,3367;1;20061803;1093,765376;0,000914273;64,352001;208,813453;95,744121;1093,765376;0,000914273;3;20061803;397,546012;648;292;356;356;313;2,0032;2,0032;0;0,003091;0,450617;0,549383;0,0064;0,011006;0,0284;0,6246;0,0679;0,0958;7,132076;18,4032;404,7408;43,9992;29,9854;1,629048;61;422;165;0,094136;0,651235;0,25463;210;42;1,229675246;27,0091489;18,40670134
1934;Point;817;3;0;0;1;0;0;0;0;0;0;SUR;0,008971;2;0;1;0;0;106469,3749;100256,2732;1;20032110;310,10338;0,003224731;46,503219;481,752604;133,292985;310,10338;0,003224731;5;20032110;256,46438;972;438;534;501;416;47,008;13,0208;39,9798;0,048362;0,450617;0,549383;0,0313;0,033084;0,0413;0,7017;0,1317;0,1995;32,157949;40,1436;682,0524;128,0124;82,992;3,785361;185;639;148;0,190329;0,657407;0,152263;388;12;12,41836644;33,81775212;21,9244611
1940;Point;823;3;0;0;1;0;0;0;0;0;0;SUR;0,008054;2;0;1;0;0;106562,3929;100274,9235;2;20032110;328,691772;0,003042364;42,497575;449,915912;206,385758;328,691772;0,003042364;5;20032110;256,46438;972;438;534;501;416;47,008;13,0208;39,9798;0,048362;0,450617;0,549383;0,0313;0,033084;0,0413;0,7017;0,1317;0,1995;32,157949;40,1436;682,0524;128,0124;82,992;3,785361;185;639;148;0,190329;0,657407;0,152263;388;12;12,41836644;33,81775212;21,9244611
976;Point;1026;3;0;0;1;0;0;0;0;0;0;NORTE;0,011352;3;0;0;1;0;105700,491;100847,4334;0;20032405;371,246625;0,002693627;138,271879;196,511497;459,562937;371,246625;0,002693627;1;20032405;217,226891;517;233;284;277;225;2,9925;2,0025;0,9972;0,005788;0,450677;0,549323;0,0089;0,041667;0,0447;0,6137;0,1141;0,12;21,541668;23,1099;317,2829;58,9897;27;2,382563;84;332;101;0,162476;0,642166;0,195358;215;5;1,256000366;24,75892558;11,33233413
980;Point;1030;3;0;0;1;0;0;0;0;0;0;NORTE;0,012448;3;0;0;1;0;105786,7551;100853,7064;0;20032405;368,811522;0,002711412;216,778667;258,629775;494,271254;368,811522;0,002711412;1;20032405;217,226891;517;233;284;277;225;2,9925;2,0025;0,9972;0,005788;0,450677;0,549323;0,0089;0,041667;0,0447;0,6137;0,1141;0,12;21,541668;23,1099;317,2829;58,9897;27;2,382563;84;332;101;0,162476;0,642166;0,195358;215;5;1,256000366;24,75892558;11,33233413
932;Point;982;7;0;0;0;0;0;0;1;0;0;NORTE;0,021062;3;0;0;1;0;102412,1641;100591,6437;1;20061605;696,638028;0,001435466;76,752713;538,732255;593,426704;714,678875;0,00139923;1;20061605;301,234568;976;440;536;463;393;0,9825;0,9825;0;0,001007;0,45082;0,54918;0,0025;0,036017;0,0365;0,7278;0,0615;0,0891;35,152543;35,624;710,3328;60,024;35,0163;3,234974;173;654;149;0,177254;0,670082;0,152664;326;33;0,303711869;18,55470863;10,82429101
935;Point;985;7;0;0;0;0;0;0;1;0;0;NORTE;0,011273;3;0;0;1;0;102312,8747;100592,5605;1;20061605;714,683667;0,00139922;83,623571;483,02157;545,228806;761,304878;0,001313534;1;20061605;301,234568;976;440;536;463;393;0,9825;0,9825;0;0,001007;0,45082;0,54918;0,0025;0,036017;0,0365;0,7278;0,0615;0,0891;35,152543;35,624;710,3328;60,024;35,0163;3,234974;173;654;149;0,177254;0,670082;0,152664;326;33;0,303711869;18,55470863;10,82429101
823;Point;873;8;0;0;0;0;0;0;0;1;0;NORTE;0,013613;3;0;0;1;0;101375,8407;100347,1888;1;20061407;923,514356;0,00108282;52,028309;291,381965;746,592244;1235,109356;0,000809645;0;20061407;396,323529;539;243;296;277;237;1,9908;0;0,9972;0,003694;0,450835;0,549165;0;0,024668;0,02;0,7522;0,0668;0,0886;13,296014;10,78;405,4358;36,0052;20,9982;1,361346;99;362;78;0,183673;0,671614;0,144712;227;5;1,462376207;26,44823579;15,42458714
1189;Point;1239;2;0;1;0;0;0;0;0;0;0;NORTE;0,016073;4;0;0;0;1;106751,0846;101450,653;0;20011807;715,164121;0,00139828;181,102349;745,420544;354,002908;715,164121;0,00139828;1;20011807;455,900621;734;331;403;415;317;67,0138;14,0114;62,997;0,091299;0,450954;0,549046;0,0442;0,033898;0,0326;0,7674;0,2207;0,1767;24,88136;23,9284;563,2716;161,9938;56,0139;1,605738;137;505;92;0,186649;0,688011;0,125341;300;8;41,7339566;100,8843286;34,88358624
415;Point;416;9;0;0;0;0;0;0;0;0;1;NORTE;0,001315;3;0;0;1;0;100410,4037;99478,98437;0;20071303;514,183729;0,00194483;109,895741;689,862098;273,710857;514,183729;0,00194483;0;20071303;257,069409;1000;451;549;539;415;2,988;1,992;1,0241;0,002988;0,451;0,549;0,0048;0,035602;0,0236;0,7351;0,08;0,0964;35,60209;23,6;735,1;80;40,006;3,890658;202;611;187;0,202;0,611;0,187;366;24;0,767993486;20,56207459;10,28257945
454;Point;455;9;0;0;0;0;0;0;0;0;1;NORTE;0,021983;3;0;0;1;0;100328,8243;99493,79881;2;20071303;578,72678;0,001727931;67,617054;632,697634;344,258656;578,72678;0,001727931;1;20071303;257,069409;1000;451;549;539;415;2,988;1,992;1,0241;0,002988;0,451;0,549;0,0048;0,035602;0,0236;0,7351;0,08;0,0964;35,60209;23,6;735,1;80;40,006;3,890658;202;611;187;0,202;0,611;0,187;366;24;0,767993486;20,56207459;10,28257945
478;Point;479;9;0;0;0;0;0;0;0;0;1;NORTE;0,015655;3;0;0;1;0;100474,241;99554,66317;2;20071303;536,691161;0,001863269;61,160947;680,529482;186,65947;536,691161;0,001863269;1;20071303;257,069409;1000;451;549;539;415;2,988;1,992;1,0241;0,002988;0,451;0,549;0,0048;0,035602;0,0236;0,7351;0,08;0,0964;35,60209;23,6;735,1;80;40,006;3,890658;202;611;187;0,202;0,611;0,187;366;24;0,767993486;20,56207459;10,28257945
296;Point;297;9;0;0;0;0;0;0;0;0;1;NORTE;0,016388;3;0;0;1;0;99742,48694;99138,62598;1;20071403;724,482866;0,001380295;61,758893;773,026927;323,35998;925,621229;0,001080356;0;20071403;123,29932;725;327;398;290;257;10,9996;3,0069;8,99;0,015172;0,451034;0,548966;0,0117;0,054519;0,0654;0,6772;0,1241;0,0973;39,526543;47,415;490,97;89,9725;25,0061;5,872265;154;472;99;0,212414;0,651034;0,136552;229;7;1,873144349;15,32160078;4,25833984
317;Point;318;9;0;0;0;0;0;0;0;0;1;NORTE;0,019253;3;0;0;1;0;99866,65303;99180,49025;0;20071403;671,436525;0,001489344;148,249645;738,195257;204,988434;811,634552;0,001232082;0;20071403;123,29932;725;327;398;290;257;10,9996;3,0069;8,99;0,015172;0,451034;0,548966;0,0117;0,054519;0,0654;0,6772;0,1241;0,0973;39,526543;47,415;490,97;89,9725;25,0061;5,872265;154;472;99;0,212414;0,651034;0,136552;229;7;1,873144349;15,32160078;4,25833984
337;Point;338;9;0;0;0;0;0;0;0;0;1;NORTE;0,023183;3;0;0;1;0;100011,2107;99224,56184;2;20071403;611,325911;0,001635789;74,175571;647,9877;99,911232;685,064536;0,001459716;0;20071403;123,29932;725;327;398;290;257;10,9996;3,0069;8,99;0,015172;0,451034;0,548966;0,0117;0,054519;0,0654;0,6772;0,1241;0,0973;39,526543;47,415;490,97;89,9725;25,0061;5,872265;154;472;99;0,212414;0,651034;0,136552;229;7;1,873144349;15,32160078;4,25833984
1861;Point;1912;3;0;0;1;0;0;0;0;0;0;NORTE;0,000001;4;0;0;0;1;106285,9039;101563,7428;0;20032001;953,957857;0,001048264;122,762485;685,175332;755,494488;953,957857;0,001048264;1;20032001;361,077844;603;272;331;341;318;100,011;9,9852;70,9962;0,165856;0,451078;0,548922;0,0314;0,032203;0,0337;0,7595;0,1393;0,044;19,418644;20,3211;457,9785;83,9979;13,992;1,672382;99;313;90;0,164179;0,519071;0,149254;260;15;59,8015286;50,22650327;8,366509565
1886;Point;1937;3;0;0;1;0;0;0;0;0;0;NORTE;0,000014;4;0;0;0;1;106160,7297;101596,9214;0;20032001;1019,387675;0,000980981;79,757858;615,34152;645,69956;1019,387675;0,000980981;1;20032001;361,077844;603;272;331;341;318;100,011;9,9852;70,9962;0,165856;0,451078;0,548922;0,0314;0,032203;0,0337;0,7595;0,1393;0,044;19,418644;20,3211;457,9785;83,9979;13,992;1,672382;99;313;90;0,164179;0,519071;0,149254;260;15;59,8015286;50,22650327;8,366509565
1890;Point;1941;3;0;0;1;0;0;0;0;0;0;NORTE;0,000003;4;0;0;0;1;106256,179;101684,4149;1;20032001;1074,014618;0,000931086;0,036623;578,315112;717,032929;1074,014618;0,000931086;3;20032001;361,077844;603;272;331;341;318;100,011;9,9852;70,9962;0,165856;0,451078;0,548922;0,0314;0,032203;0,0337;0,7595;0,1393;0,044;19,418644;20,3211;457,9785;83,9979;13,992;1,672382;99;313;90;0,164179;0,519071;0,149254;260;15;59,8015286;50,22650327;8,366509565
1891;Point;1942;3;0;0;1;0;0;0;0;0;0;NORTE;0,016707;4;0;0;0;1;106228,2464;101620,1599;1;20032001;1029,407195;0,000971433;61,657159;620,73716;717,091547;1029,407195;0,000971433;1;20032001;361,077844;603;272;331;341;318;100,011;9,9852;70,9962;0,165856;0,451078;0,548922;0,0314;0,032203;0,0337;0,7595;0,1393;0,044;19,418644;20,3211;457,9785;83,9979;13,992;1,672382;99;313;90;0,164179;0,519071;0,149254;260;15;59,8015286;50,22650327;8,366509565
996;Point;1046;3;0;0;1;0;0;0;0;0;0;NORTE;0,013784;3;0;0;1;0;106141,1917;100892,3889;0;20032205;344,471855;0,002902995;204,119623;221,490832;635,133519;344,471855;0,002902995;1;20032205;294,181818;809;365;444;461;359;23,0119;3,0156;21,9897;0,028445;0,451174;0,548826;0,0084;0,029525;0,038;0,7179;0,1224;0,1031;23,885749;30,742;580,7811;99,0216;37,0129;2,744738;138;540;131;0,170581;0,667491;0,161928;355;2;8,384006051;36,07688603;13,48503937
1406;Point;1456;3;0;0;1;0;0;0;0;0;0;NORTE;0,013659;3;0;0;1;0;106167,8782;100761,7665;1;20032205;212,074269;0,004715329;71,456212;123,751548;584,503664;212,074269;0,004715329;1;20032205;294,181818;809;365;444;461;359;23,0119;3,0156;21,9897;0,028445;0,451174;0,548826;0,0084;0,029525;0,038;0,7179;0,1224;0,1031;23,885749;30,742;580,7811;99,0216;37,0129;2,744738;138;540;131;0,170581;0,667491;0,161928;355;2;8,384006051;36,07688603;13,48503937
1165;Point;1215;1;1;0;0;0;0;0;0;0;0;NORTE;0,004591;4;0;0;0;1;107515,9708;101350,7954;2;20011510;173,685394;0,005757537;17,511752;98,15352;0;173,685394;0,005757537;3;20011510;187,125749;625;282;343;383;291;46,9965;2,9973;45,0025;0,075194;0,4512;0,5488;0,0103;0,014706;0,0519;0,714;0,144;0,1649;9,191175;32,4375;446,25;90;47,9859;3,340199;81;445;99;0,1296;0,712;0,1584;254;16;14,06997008;26,94450241;14,36617998
1166;Point;1216;1;1;0;0;0;0;0;0;0;0;NORTE;0,005374;4;0;0;0;1;107553,8266;101351,7507;2;20011510;164,370628;0,006083812;20,279459;112,076648;0;164,370628;0,006083812;5;20011510;187,125749;625;282;343;383;291;46,9965;2,9973;45,0025;0,075194;0,4512;0,5488;0,0103;0,014706;0,0519;0,714;0,144;0,1649;9,191175;32,4375;446,25;90;47,9859;3,340199;81;445;99;0,1296;0,712;0,1584;254;16;14,06997008;26,94450241;14,36617998
1168;Point;1218;1;1;0;0;0;0;0;0;0;0;NORTE;0,005142;4;0;0;0;1;107593,3103;101354,0437;2;20011510;164,966096;0,006061852;19,264707;124,566694;0;164,966096;0,006061852;3;20011510;187,125749;625;282;343;383;291;46,9965;2,9973;45,0025;0,075194;0,4512;0,5488;0,0103;0,014706;0,0519;0,714;0,144;0,1649;9,191175;32,4375;446,25;90;47,9859;3,340199;81;445;99;0,1296;0,712;0,1584;254;16;14,06997008;26,94450241;14,36617998
1169;Point;1219;1;1;0;0;0;0;0;0;0;0;NORTE;0,018274;4;0;0;0;1;107680,4369;101358,2598;1;20011510;196,034428;0,005101145;66,727527;137,406744;73,24666;196,034428;0,005101145;0;20011510;187,125749;625;282;343;383;291;46,9965;2,9973;45,0025;0,075194;0,4512;0,5488;0,0103;0,014706;0,0519;0,714;0,144;0,1649;9,191175;32,4375;446,25;90;47,9859;3,340199;81;445;99;0,1296;0,712;0,1584;254;16;14,06997008;26,94450241;14,36617998
456;Point;457;4;0;0;0;1;0;0;0;0;0;SUR;0,010071;1;1;0;0;0;105433,9564;99514,20603;0;20040609;788,919198;0,001267557;347,716973;524,006758;408,162029;788,919198;0,001267557;1;20040609;156,07064;707;319;388;309;274;0,9864;0;0,9888;0,001395;0,451202;0,548798;0;0,030612;0,0468;0,6607;0,1047;0,1277;21,642854;33,0876;467,1149;74,0229;34,9898;4,526771;117;447;143;0,165488;0,632249;0,202263;264;5;0,217903667;16,35225197;7,729527294
473;Point;474;4;0;0;0;1;0;0;0;0;0;SUR;0,00897;1;1;0;0;0;105499,897;99548,34225;0;20040609;764,991971;0,001307203;301,038965;484,110413;463,013646;764,991971;0,001307203;1;20040609;156,07064;707;319;388;309;274;0,9864;0;0,9888;0,001395;0,451202;0,548798;0;0,030612;0,0468;0,6607;0,1047;0,1277;21,642854;33,0876;467,1149;74,0229;34,9898;4,526771;117;447;143;0,165488;0,632249;0,202263;264;5;0,217903667;16,35225197;7,729527294
499;Point;500;4;0;0;0;1;0;0;0;0;0;SUR;0,013598;1;1;0;0;0;105585,6218;99596,24861;0;20040609;729,500272;0,001370801;204,580821;411,359841;544,246278;729,500272;0,001370801;1;20040609;156,07064;707;319;388;309;274;0,9864;0;0,9888;0,001395;0,451202;0,548798;0;0,030612;0,0468;0,6607;0,1047;0,1277;21,642854;33,0876;467,1149;74,0229;34,9898;4,526771;117;447;143;0,165488;0,632249;0,202263;264;5;0,217903667;16,35225197;7,729527294
561;Point;562;4;0;0;0;1;0;0;0;0;0;SUR;0,012613;1;1;0;0;0;105561,8649;99710,51508;0;20040609;613,866068;0,00162902;195,031918;315,935418;622,513416;613,866068;0,00162902;1;20040609;156,07064;707;319;388;309;274;0,9864;0;0,9888;0,001395;0,451202;0,548798;0;0,030612;0,0468;0,6607;0,1047;0,1277;21,642854;33,0876;467,1149;74,0229;34,9898;4,526771;117;447;143;0,165488;0,632249;0,202263;264;5;0,217903667;16,35225197;7,729527294
261;Point;262;9;0;0;0;0;0;0;0;0;1;SUR;0,02081;2;0;1;0;0;100897,9966;99054,05852;2;20071314;75,204308;0,013297111;71,576777;334,610402;563,96723;75,204308;0,013297111;1;20071314;112,006319;709;320;389;254;220;4,004;2,002;3,9878;0,005647;0,45134;0,54866;0,0091;0,027299;0,0618;0,6322;0,0762;0,0682;19,354885;43,8162;448,2298;54,0258;15,004;6,322342;145;435;129;0,204513;0,61354;0,181946;195;9;0,633309618;8,545219477;2,373171208
298;Point;299;9;0;0;0;0;0;0;0;0;1;NORTE;0,011568;2;0;1;0;0;100797,9311;99164,66675;1;20071314;31,831833;0,031415093;53,204972;398,631248;425,802495;31,831833;0,031415093;0;20071314;112,006319;709;320;389;254;220;4,004;2,002;3,9878;0,005647;0,45134;0,54866;0,0091;0,027299;0,0618;0,6322;0,0762;0,0682;19,354885;43,8162;448,2298;54,0258;15,004;6,322342;145;435;129;0,204513;0,61354;0,181946;195;9;0,633309618;8,545219477;2,373171208
318;Point;319;9;0;0;0;0;0;0;0;0;1;NORTE;0,008345;2;0;1;0;0;100856,3392;99212,34982;0;20071314;45,397286;0,022027749;128,136048;337,624072;401,208982;45,397286;0,022027749;0;20071314;112,006319;709;320;389;254;220;4,004;2,002;3,9878;0,005647;0,45134;0,54866;0,0091;0,027299;0,0618;0,6322;0,0762;0,0682;19,354885;43,8162;448,2298;54,0258;15,004;6,322342;145;435;129;0,204513;0,61354;0,181946;195;9;0,633309618;8,545219477;2,373171208
360;Point;361;9;0;0;0;0;0;0;0;0;1;NORTE;0,012102;2;0;1;0;0;100821,3782;99305,45441;0;20071314;142,806071;0,007002503;152,00998;384,568362;301,757746;142,806071;0,007002503;0;20071314;112,006319;709;320;389;254;220;4,004;2,002;3,9878;0,005647;0,45134;0,54866;0,0091;0,027299;0,0618;0,6322;0,0762;0,0682;19,354885;43,8162;448,2298;54,0258;15,004;6,322342;145;435;129;0,204513;0,61354;0,181946;195;9;0,633309618;8,545219477;2,373171208
406;Point;407;9;0;0;0;0;0;0;0;0;1;NORTE;0,012249;2;0;1;0;0;100778,2048;99415,04955;0;20071314;256,282113;0,00390195;164,158008;463,490483;183,973442;256,282113;0,00390195;0;20071314;112,006319;709;320;389;254;220;4,004;2,002;3,9878;0,005647;0,45134;0,54866;0,0091;0,027299;0,0618;0,6322;0,0762;0,0682;19,354885;43,8162;448,2298;54,0258;15,004;6,322342;145;435;129;0,204513;0,61354;0,181946;195;9;0,633309618;8,545219477;2,373171208
1306;Point;1356;9;0;0;0;0;0;0;0;0;1;SUR;0,004016;2;0;1;0;0;100862,7185;99128,03565;1;20071314;5,383837;0,185741136;85,417178;341,269931;482,280404;5,383837;0,185741136;0;20071314;112,006319;709;320;389;254;220;4,004;2,002;3,9878;0,005647;0,45134;0,54866;0,0091;0,027299;0,0618;0,6322;0,0762;0,0682;19,354885;43,8162;448,2298;54,0258;15,004;6,322342;145;435;129;0,204513;0,61354;0,181946;195;9;0,633309618;8,545219477;2,373171208
563;Point;564;4;0;0;0;1;0;0;0;0;0;SUR;0,025151;1;1;0;0;0;104830,0135;99683,96891;0;20040601;576,422205;0,001734839;153,673708;827,233761;648,00065;713,419482;0,0014017;0;20040601;148,703956;1090;492;598;517;431;21,981;5,9909;2,9986;0,020166;0,451376;0,548624;0,0139;0,03619;0,0264;0,7592;0,0734;0,065;39,447623;28,776;827,528;80,006;28,015;7,324365;210;748;132;0,192661;0,686239;0,121101;395;9;3,001079274;10,92326775;3,824904958
609;Point;610;4;0;0;0;1;0;0;0;0;0;SUR;0,00509;1;1;0;0;0;104938,5824;99827,57552;0;20040601;440,371553;0,00227081;109,520832;683,247581;481,541463;534,425375;0,001871169;1;20040601;148,703956;1090;492;598;517;431;21,981;5,9909;2,9986;0,020166;0,451376;0,548624;0,0139;0,03619;0,0264;0,7592;0,0734;0,065;39,447623;28,776;827,528;80,006;28,015;7,324365;210;748;132;0,192661;0,686239;0,121101;395;9;3,001079274;10,92326775;3,824904958
617;Point;618;4;0;0;0;1;0;0;0;0;0;SUR;0,005339;1;1;0;0;0;105007,364;99844,26084;0;20040601;424,467097;0,002355895;113,378628;669,584512;456,684775;488,290453;0,002047961;0;20040601;148,703956;1090;492;598;517;431;21,981;5,9909;2,9986;0,020166;0,451376;0,548624;0,0139;0,03619;0,0264;0,7592;0,0734;0,065;39,447623;28,776;827,528;80,006;28,015;7,324365;210;748;132;0,192661;0,686239;0,121101;395;9;3,001079274;10,92326775;3,824904958
641;Point;642;4;0;0;0;1;0;0;0;0;0;SUR;0,026771;1;1;0;0;0;104817,872;99829,62765;1;20040601;430,296572;0,002323979;73,303829;692,686902;516,280774;602,306935;0,001660283;1;20040601;148,703956;1090;492;598;517;431;21,981;5,9909;2,9986;0,020166;0,451376;0,548624;0,0139;0,03619;0,0264;0,7592;0,0734;0,065;39,447623;28,776;827,528;80,006;28,015;7,324365;210;748;132;0,192661;0,686239;0,121101;395;9;3,001079274;10,92326775;3,824904958
648;Point;649;4;0;0;0;1;0;0;0;0;0;SUR;0,003389;1;1;0;0;0;104926,7227;99900,98194;1;20040601;366,852991;0,002725888;35,867093;610,056699;412,504582;479,081041;0,00208733;1;20040601;148,703956;1090;492;598;517;431;21,981;5,9909;2,9986;0,020166;0,451376;0,548624;0,0139;0,03619;0,0264;0,7592;0,0734;0,065;39,447623;28,776;827,528;80,006;28,015;7,324365;210;748;132;0,192661;0,686239;0,121101;395;9;3,001079274;10,92326775;3,824904958
658;Point;659;4;0;0;0;1;0;0;0;0;0;SUR;0,007535;1;1;0;0;0;104996,7613;99918,43791;1;20040601;349,818576;0,002858625;39,237713;594,745236;383,383597;426,676777;0,002343694;1;20040601;148,703956;1090;492;598;517;431;21,981;5,9909;2,9986;0,020166;0,451376;0,548624;0,0139;0,03619;0,0264;0,7592;0,0734;0,065;39,447623;28,776;827,528;80,006;28,015;7,324365;210;748;132;0,192661;0,686239;0,121101;395;9;3,001079274;10,92326775;3,824904958
422;Point;423;9;0;0;0;0;0;0;0;0;1;NORTE;0,030722;3;0;0;1;0;100204,5415;99401,86548;2;20071302;604,054063;0,001655481;76,156156;658,624654;201,977568;604,054063;0,001655481;0;20071302;231,493506;713;322;391;376;294;9,996;0,9996;8,0088;0,01402;0,451613;0,548387;0,0034;0,037736;0,0322;0,6924;0,1024;0,2653;26,905661;22,9586;493,6812;73,0112;77,9982;3,074702;130;453;130;0,182328;0,635344;0,182328;286;4;3,251046768;23,74578089;25,36772669
